# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "3" "-t" "gene" "-g" "ID" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_1202700	Pf3D7_12_v3	158233	160011	+	1779	104	137	83	137
PF3D7_0112500	Pf3D7_01_v3	476287	476428	+	142	0	0	0	0
PF3D7_0701500	Pf3D7_07_v3	68066	68840	+	775	0	0	0	0
PF3D7_0323300	Pf3D7_03_v3	978970	980271	+	1302	25	28	27	39
PF3D7_1140000	Pf3D7_11_v3	1595767	1597718	+	1952	4	8	10	9
PF3D7_0401600	Pf3D7_04_v3	92576	93809	-	1234	159	135	318	425
PF3D7_0937300	Pf3D7_09_v3	1474431	1475704	+	1274	0	0	0	0
PF3D7_1243100	Pf3D7_12_v3	1813507	1814235	-	729	174	236	246	227
PF3D7_1232700	Pf3D7_12_v3	1346052	1350512	+	4461	99	158	62	67
PF3D7_1476300	Pf3D7_14_v3	3139140	3140982	+	1843	112	118	231	271
PF3D7_1366700	Pf3D7_13_v3	2666666	2667781	+	1116	14	18	14	14
PF3D7_1464400	Pf3D7_14_v3	2604381	2605411	-	1031	169	221	257	255
PF3D7_1123800	Pf3D7_11_v3	940527	944333	+	3807	31	24	20	33
PF3D7_0309800	Pf3D7_03_v3	412089	413762	+	1674	110	111	110	107
PF3D7_0902700	Pf3D7_09_v3	119261	120749	-	1489	124	118	277	318
PF3D7_1212100	Pf3D7_12_v3	536951	538627	+	1677	159	140	136	142
PF3D7_0812800	Pf3D7_08_v3	635537	635755	-	219	20	31	25	27
PF3D7_0710000	Pf3D7_07_v3	447515	458496	-	10982	129	74	117	141
PF3D7_1465800	Pf3D7_14_v3	2662020	2682705	+	20686	11	8	4	6
PF3D7_1406700	Pf3D7_14_v3	244908	245492	+	585	191	191	205	189
PF3D7_1352000	Pf3D7_13_v3	2069317	2075337	+	6021	31	32	39	48
PF3D7_1112400	Pf3D7_11_v3	475880	476455	+	576	117	110	63	86
PF3D7_1113500	Pf3D7_11_v3	524492	526588	+	2097	90	127	48	48
PF3D7_1360100	Pf3D7_13_v3	2405249	2406217	-	969	109	118	133	166
PF3D7_0209800	Pf3D7_02_v3	404281	406355	-	2075	2796	2652	1896	2128
PF3D7_1472500	Pf3D7_14_v3	2961722	2962645	-	924	13	38	52	41
PF3D7_0906800	Pf3D7_09_v3	332255	334597	-	2343	4	0	4	6
PF3D7_0522900	Pf3D7_05_v3	948951	953609	+	4659	4	6	5	8
PF3D7_1331200	Pf3D7_13_v3	1306654	1307999	+	1346	152	215	235	300
PF3D7_0615300	Pf3D7_06_v3	627693	630317	-	2625	122	145	105	86
PF3D7_1254700	Pf3D7_12_v3	2224997	2226201	-	1205	0	0	0	0
PF3D7_1300300	Pf3D7_13_v3	33959	44742	-	10784	0	0	0	2
PF3D7_0815700	Pf3D7_08_v3	733279	734573	-	1295	7	12	3	3
PF3D7_1216100	Pf3D7_12_v3	646979	647860	+	882	35	41	17	19
PF3D7_1335700	Pf3D7_13_v3	1456110	1461326	-	5217	104	67	67	84
PF3D7_1435000	Pf3D7_14_v3	1414023	1415315	+	1293	284	403	256	250
PF3D7_0211800	Pf3D7_02_v3	475242	477074	+	1833	999	862	686	692
PF3D7_0207600	Pf3D7_02_v3	303593	307027	-	3435	6200	4428	5043	5607
PF3D7_1450200	Pf3D7_14_v3	2055791	2056437	+	647	4	3	10	8
PF3D7_0602900	Pf3D7_06_v3	118638	120203	-	1566	47	27	26	46
PF3D7_1413900	Pf3D7_14_v3	551862	553235	+	1374	77	156	134	127
PF3D7_0514200	Pf3D7_05_v3	596818	599421	+	2604	121	100	125	162
PF3D7_0619000	Pf3D7_06_v3	788707	796025	-	7319	336	280	357	456
PF3D7_0507600	Pf3D7_05_v3	313199	315157	+	1959	73	103	133	157
PF3D7_1120700	Pf3D7_11_v3	784592	788350	-	3759	34	30	28	37
PF3D7_1147200	Pf3D7_11_v3	1873147	1881414	+	8268	1	4	2	11
PF3D7_1252700	Pf3D7_12_v3	2154618	2156124	+	1507	516	346	354	427
PF3D7_1410900	Pf3D7_14_v3	437224	439466	+	2243	199	196	281	363
PF3D7_1105800	Pf3D7_11_v3	250918	252872	+	1955	625	679	451	519
malmito_rna_23	Pf_M76611	171	203	+	33	1	0	0	0
PF3D7_1020700	Pf3D7_10_v3	835292	839700	+	4409	134	95	80	109
PF3D7_0104200	Pf3D7_01_v3	182822	184222	-	1401	222	218	413	453
PF3D7_1215900	Pf3D7_12_v3	641552	643519	+	1968	44	37	48	41
PF3D7_1145300	Pf3D7_11_v3	1798776	1799670	-	895	76	112	79	73
PF3D7_1207700	Pf3D7_12_v3	351850	354006	-	2157	4	3	20	41
PF3D7_0505700	Pf3D7_05_v3	247801	250575	-	2775	167	172	172	219
PF3D7_0220900	Pf3D7_02_v3	845600	846375	-	776	0	0	0	0
PF3D7_0919300	Pf3D7_09_v3	793217	794167	+	951	21	43	33	52
PF3D7_0510500	Pf3D7_05_v3	445983	448502	-	2520	249	217	230	311
PF3D7_1326000	Pf3D7_13_v3	1085786	1086861	-	1076	247	335	200	230
PF3D7_1127800	Pf3D7_11_v3	1077288	1081550	-	4263	108	82	150	205
PF3D7_0203400	Pf3D7_02_v3	162065	162900	-	836	332	415	353	381
PF3D7_1465600	Pf3D7_14_v3	2655491	2657965	-	2475	13	5	10	7
PF3D7_0512000	Pf3D7_05_v3	527639	528666	+	1028	232	289	302	312
PF3D7_0621000	Pf3D7_06_v3	862882	865416	+	2535	37	34	30	36
PF3D7_1141500	Pf3D7_11_v3	1665761	1668162	+	2402	2	4	3	4
PF3D7_0926100	Pf3D7_09_v3	1048280	1057816	-	9537	500	372	487	579
PF3D7_1012900	Pf3D7_10_v3	496331	497573	-	1243	563	668	674	737
PF3D7_0801500	Pf3D7_08_v3	106593	108242	-	1650	169	139	208	232
PF3D7_0220200	Pf3D7_02_v3	809511	810298	-	788	1357	1299	668	929
PF3D7_0307400	Pf3D7_03_v3	321050	322162	-	1113	215	231	153	195
PF3D7_0503600	Pf3D7_05_v3	146639	150131	-	3493	71	110	80	79
PF3D7_0702000	Pf3D7_07_v3	84797	85674	+	878	11	16	44	57
PF3D7_0600100	Pf3D7_06_v3	653	1432	-	780	0	0	0	0
PF3D7_0811400	Pf3D7_08_v3	575986	578370	+	2385	1215	957	717	983
PF3D7_1254100	Pf3D7_12_v3	2204724	2205714	+	991	0	0	0	0
PF3D7_0826900	Pf3D7_08_v3	1164655	1167205	+	2551	160	187	294	392
PF3D7_0101100	Pf3D7_01_v3	69304	70417	-	1114	0	0	0	0
PF3D7_1224500	Pf3D7_12_v3	998353	999275	+	923	303	324	282	369
PF3D7_0112100	Pf3D7_01_v3	454847	455338	+	492	1	0	0	0
PF3D7_0936900	Pf3D7_09_v3	1462400	1463659	+	1260	0	0	0	0
PF3D7_0920300	Pf3D7_09_v3	831669	832648	+	980	31	34	9	14
PF3D7_0929800	Pf3D7_09_v3	1186606	1186902	-	297	1	2	0	0
PF3D7_0217100	Pf3D7_02_v3	707738	709393	+	1656	593	522	705	722
PF3D7_1007500	Pf3D7_10_v3	298361	298687	+	327	46	27	27	31
PF3D7_0412700	Pf3D7_04_v3	561667	569342	-	7676	4	4	1	0
PF3D7_1230800	Pf3D7_12_v3	1263661	1265593	+	1933	168	161	190	261
PF3D7_0320900	Pf3D7_03_v3	875213	876295	+	1083	1649	2241	1599	1455
PF3D7_0416900	Pf3D7_04_v3	732452	739872	-	7421	79	57	59	74
PF3D7_0631600	Pf3D7_06_v3	1323294	1324435	+	1142	0	0	0	0
PF3D7_1011800	Pf3D7_10_v3	455398	458817	+	3420	2409	2191	3140	4035
PF3D7_1019500	Pf3D7_10_v3	787745	795220	-	7476	744	937	578	521
PF3D7_1140700	Pf3D7_11_v3	1623447	1630274	-	6828	79	42	89	127
PF3D7_1118900	Pf3D7_11_v3	716795	718412	+	1618	29	39	17	19
PF3D7_0214900	Pf3D7_02_v3	610625	615372	+	4748	142	171	220	264
PF3D7_1033400	Pf3D7_10_v3	1339762	1340628	+	867	1424	1078	720	1008
PF3D7_1210900	Pf3D7_12_v3	480593	482806	+	2214	75	111	51	41
PF3D7_1477200	Pf3D7_14_v3	3175541	3176458	+	918	1	0	1	9
PF3D7_0626500	Pf3D7_06_v3	1069962	1072805	+	2844	11	18	4	3
mal_rna_9	Pf_M76611	1698	1763	+	66	0	1	0	2
malmito_rna_RNA22	Pf_M76611	5341	5378	-	38	2	3	1	0
PF3D7_1032800	Pf3D7_10_v3	1313255	1314721	-	1467	130	91	82	92
PF3D7_1013200	Pf3D7_10_v3	511084	514278	+	3195	119	100	218	261
PF3D7_1438600	Pf3D7_14_v3	1562232	1563065	+	834	82	82	77	66
PF3D7_0109700	Pf3D7_01_v3	379149	379806	-	658	63	80	171	192
PF3D7_0910300	Pf3D7_09_v3	475671	476969	+	1299	122	154	90	128
PF3D7_1353100	Pf3D7_13_v3	2124272	2125270	-	999	71	45	609	733
PF3D7_1252600	Pf3D7_12_v3	2150554	2151915	+	1362	199	371	376	414
PF3D7_1343600	Pf3D7_13_v3	1721904	1723685	-	1782	87	56	54	70
PF3D7_1225600	Pf3D7_12_v3	1035261	1038155	-	2895	229	264	352	357
PF3D7_0517700	Pf3D7_05_v3	743179	745329	+	2151	1031	855	597	787
PF3D7_1027900	Pf3D7_10_v3	1156648	1158980	+	2333	46	56	26	23
PF3D7_1013000	Pf3D7_10_v3	500210	502221	+	2012	94	80	46	60
PF3D7_0413200	Pf3D7_04_v3	603166	604456	-	1291	1	0	1	1
PF3D7_0816500	Pf3D7_08_v3	760138	761031	+	894	1	2	1	6
PF3D7_1339600	Pf3D7_13_v3	1588404	1590290	+	1887	57	63	30	42
PF3D7_0919600	Pf3D7_09_v3	800703	802136	+	1434	69	35	26	34
PF3D7_0521300	Pf3D7_05_v3	870184	874570	-	4387	90	104	94	120
PF3D7_0930300	Pf3D7_09_v3	1201812	1206974	+	5163	1079	920	1051	1197
PF3D7_1025900	Pf3D7_10_v3	1091436	1097277	-	5842	234	260	202	233
PF3D7_1214300	Pf3D7_12_v3	608542	610013	-	1472	177	220	156	202
PF3D7_0305300	Pf3D7_03_v3	255276	258416	-	3141	205	195	207	262
PF3D7_1339400	Pf3D7_13_v3	1585806	1586399	-	594	103	153	157	174
PF3D7_1453300	Pf3D7_14_v3	2187385	2187615	+	231	0	0	0	0
PF3D7_1409900	Pf3D7_14_v3	389592	391595	+	2004	431	586	524	522
PF3D7_1124100	Pf3D7_11_v3	951382	956343	-	4962	142	139	97	116
PF3D7_0415600	Pf3D7_04_v3	689640	690329	-	690	26	33	18	29
PF3D7_1247600	Pf3D7_12_v3	1962774	1964258	-	1485	21	24	5	7
PF3D7_0930700	Pf3D7_09_v3	1221987	1223606	+	1620	46	32	20	20
PF3D7_1403700	Pf3D7_14_v3	133737	135073	-	1337	39	53	45	54
PF3D7_0524100	Pf3D7_05_v3	1004237	1008108	+	3872	186	177	267	368
PF3D7_0315700	Pf3D7_03_v3	638283	641306	+	3024	8	24	54	43
PF3D7_1338000	Pf3D7_13_v3	1536463	1540353	+	3891	399	531	391	367
PF3D7_1009900	Pf3D7_10_v3	399207	401778	+	2572	71	76	34	40
PF3D7_0303400	Pf3D7_03_v3	178420	181127	+	2708	214	249	178	169
PF3D7_1110800	Pf3D7_11_v3	430157	431476	-	1320	19	15	7	10
PF3D7_1357900	Pf3D7_13_v3	2295637	2297156	+	1520	304	210	372	374
PF3D7_1422700	Pf3D7_14_v3	913819	917391	+	3573	129	147	169	183
PF3D7_0621600	Pf3D7_06_v3	883563	883644	-	82	0	0	2	0
PF3D7_1432100	Pf3D7_14_v3	1260908	1262826	+	1919	176	254	201	180
PF3D7_1466700	Pf3D7_14_v3	2729370	2730811	+	1442	62	52	60	84
PF3D7_0929400	Pf3D7_09_v3	1175203	1180762	+	5560	1844	2294	1935	2004
PF3D7_0223400	Pf3D7_02_v3	913244	914457	+	1214	2	0	6	11
PF3D7_0418200	Pf3D7_04_v3	817400	818689	+	1290	646	510	471	499
PF3D7_1310500	Pf3D7_13_v3	463385	464002	-	618	92	141	185	246
PF3D7_0210600	Pf3D7_02_v3	432041	434086	-	2046	37	46	172	229
PF3D7_0901900	Pf3D7_09_v3	86384	88075	-	1692	16	7	4	11
PF3D7_1021800	Pf3D7_10_v3	896865	903608	-	6744	400	343	414	469
PF3D7_1215500	Pf3D7_12_v3	633892	634545	-	654	15	13	1	3
PF3D7_1001300	Pf3D7_10_v3	72934	73917	-	984	83	74	16	19
PF3D7_1244500	Pf3D7_12_v3	1864229	1866661	-	2433	4	22	6	6
PF3D7_1419000	Pf3D7_14_v3	786958	790458	-	3501	230	251	204	239
PF3D7_API01900	Pf3D7_API_v3	4581	4805	+	225	0	0	0	0
PF3D7_1429500	Pf3D7_14_v3	1164332	1166566	+	2235	23	14	10	13
PF3D7_0425300	Pf3D7_04_v3	1141222	1142096	+	875	1	0	0	1
PF3D7_1348300	Pf3D7_13_v3	1929091	1933721	-	4631	78	72	78	116
PF3D7_API04900	Pf3D7_API_v3	24053	26748	-	2696	0	0	0	0
PF3D7_0932800	Pf3D7_09_v3	1303390	1307789	-	4400	546	511	455	470
PF3D7_0615100	Pf3D7_06_v3	623023	624321	-	1299	6	17	6	8
PF3D7_0604700	Pf3D7_06_v3	204640	206207	-	1568	261	252	341	348
PF3D7_1209400	Pf3D7_12_v3	436092	438470	+	2379	78	68	268	330
PF3D7_0308300	Pf3D7_03_v3	365659	366672	-	1014	14	25	27	20
PF3D7_1039800	Pf3D7_10_v3	1594503	1595277	-	775	0	0	0	1
PF3D7_1131400	Pf3D7_11_v3	1204297	1209587	-	5291	37	23	36	46
PF3D7_1107700	Pf3D7_11_v3	326881	328812	+	1932	318	326	319	394
PF3D7_0809700	Pf3D7_08_v3	499463	501569	-	2107	13	54	30	40
PF3D7_0824800	Pf3D7_08_v3	1075800	1079630	+	3831	112	93	64	80
PF3D7_1209700	Pf3D7_12_v3	445625	447268	+	1644	122	109	79	83
PF3D7_0723800	Pf3D7_07_v3	993232	1000233	+	7002	221	158	183	211
PF3D7_1021900	Pf3D7_10_v3	905473	912345	-	6873	1664	1295	1256	1492
PF3D7_1460500	Pf3D7_14_v3	2466091	2470989	+	4899	155	142	264	347
PF3D7_1253400	Pf3D7_12_v3	2180419	2182869	+	2451	0	0	1	2
PF3D7_0611400	Pf3D7_06_v3	471658	474150	-	2493	72	64	37	53
PF3D7_1451600	Pf3D7_14_v3	2115436	2118190	-	2755	2	17	9	11
PF3D7_1436000	Pf3D7_14_v3	1458131	1459870	+	1740	577	395	302	398
PF3D7_0530400	Pf3D7_05_v3	1238633	1243987	-	5355	13	11	9	12
PF3D7_0730500	Pf3D7_07_v3	1305894	1314215	-	8322	182	146	217	294
PF3D7_0923600	Pf3D7_09_v3	958763	959917	+	1155	46	70	27	33
PF3D7_0403800	Pf3D7_04_v3	211515	213854	-	2340	25	25	132	144
PF3D7_0306700	Pf3D7_03_v3	304317	304999	+	683	109	151	151	122
PF3D7_1449200	Pf3D7_14_v3	2014670	2015055	+	386	278	271	240	210
PF3D7_1206200	Pf3D7_12_v3	275744	279336	-	3593	1120	1073	636	771
PF3D7_0508000	Pf3D7_05_v3	328666	329715	-	1050	549	788	337	292
PF3D7_1450100	Pf3D7_14_v3	2051621	2053123	-	1503	248	375	533	556
PF3D7_0401800	Pf3D7_04_v3	103742	105603	-	1862	162	56	2762	3303
PF3D7_1467300	Pf3D7_14_v3	2750958	2752424	+	1467	336	482	268	253
PF3D7_0937800	Pf3D7_09_v3	1495579	1503336	-	7758	9	3	4	2
PF3D7_0218700	Pf3D7_02_v3	763491	765191	-	1701	172	209	226	237
PF3D7_0530750	Pf3D7_05_v3	1254282	1254796	-	515	27	27	22	16
PF3D7_1313500	Pf3D7_13_v3	573169	578479	-	5311	8	6	4	7
PF3D7_1359600	Pf3D7_13_v3	2371882	2377959	+	6078	1054	847	975	1246
PF3D7_0706400	Pf3D7_07_v3	306855	307133	-	279	845	1153	415	401
PF3D7_0830100	Pf3D7_08_v3	1280935	1283761	+	2827	84	101	93	110
PF3D7_0801100	Pf3D7_08_v3	91397	97571	-	6175	46	73	34	33
PF3D7_1349000	Pf3D7_13_v3	1966890	1969427	-	2538	6	5	2	4
PF3D7_1334200	Pf3D7_13_v3	1398271	1399845	+	1575	176	124	153	235
PF3D7_0811000	Pf3D7_08_v3	554437	557205	+	2769	118	155	79	81
PF3D7_0804700	Pf3D7_08_v3	271417	277413	-	5997	38	35	46	62
PF3D7_1133300	Pf3D7_11_v3	1290501	1291601	+	1101	92	141	81	79
PF3D7_0904700	Pf3D7_09_v3	218675	219462	-	788	68	100	132	134
PF3D7_0529400	Pf3D7_05_v3	1199165	1205187	+	6023	647	675	757	900
PF3D7_0312000	Pf3D7_03_v3	512130	512951	+	822	52	48	49	37
PF3D7_1418900	Pf3D7_14_v3	783078	785819	-	2742	78	59	55	74
PF3D7_1148900	Pf3D7_11_v3	1945778	1946047	+	270	8	3	76	91
PF3D7_1028300	Pf3D7_10_v3	1168010	1168957	-	948	124	124	109	132
PF3D7_1240700	Pf3D7_12_v3	1728774	1730007	+	1234	0	0	0	0
PF3D7_1310000	Pf3D7_13_v3	448907	449668	+	762	26	29	17	16
PF3D7_0300200	Pf3D7_03_v3	46369	47579	-	1211	1	0	0	0
PF3D7_1341500	Pf3D7_13_v3	1639617	1641143	+	1527	28	28	12	17
PF3D7_1243900	Pf3D7_12_v3	1834064	1840736	-	6673	58	118	74	74
PF3D7_1323700	Pf3D7_13_v3	982611	983801	+	1191	384	487	414	349
PF3D7_1327300	Pf3D7_13_v3	1145719	1151106	+	5388	73	51	554	658
PF3D7_1476200	Pf3D7_14_v3	3133951	3135651	+	1701	70	86	246	323
PF3D7_0730600	Pf3D7_07_v3	1318059	1318131	+	73	0	0	0	0
PF3D7_1229000	Pf3D7_12_v3	1186415	1191919	+	5505	132	82	80	91
PF3D7_0826500	Pf3D7_08_v3	1152302	1156282	+	3981	472	439	338	384
PF3D7_0830000	Pf3D7_08_v3	1280004	1280114	+	111	10	11	8	11
PF3D7_0723500	Pf3D7_07_v3	984778	985458	-	681	26	29	56	47
PF3D7_1024700	Pf3D7_10_v3	1030044	1031534	+	1491	129	139	128	118
PF3D7_1225300	Pf3D7_12_v3	1029862	1031388	+	1527	167	182	126	125
PF3D7_0532500	Pf3D7_05_v3	1316342	1316846	+	505	20	12	138	158
PF3D7_0210300	Pf3D7_02_v3	423063	424654	-	1592	452	551	318	269
PF3D7_1201700	Pf3D7_12_v3	103861	104604	-	744	2	16	14	12
PF3D7_1142900	Pf3D7_11_v3	1715283	1716806	+	1524	13	14	6	13
PF3D7_1111300	Pf3D7_11_v3	442959	443828	-	870	19	27	33	18
PF3D7_0627200	Pf3D7_06_v3	1095065	1096373	-	1309	80	76	59	54
PF3D7_0729700	Pf3D7_07_v3	1260154	1262780	-	2627	2	11	6	8
PF3D7_1023700	Pf3D7_10_v3	991147	993420	+	2274	0	0	0	0
PF3D7_1213200	Pf3D7_12_v3	577529	578365	+	837	88	52	18	18
PF3D7_1012500	Pf3D7_10_v3	478758	480539	-	1782	523	511	446	504
PF3D7_1402700	Pf3D7_14_v3	94980	98404	-	3425	338	346	259	321
PF3D7_0421900	Pf3D7_04_v3	997240	997455	+	216	0	0	3	3
PF3D7_1235400	Pf3D7_12_v3	1476529	1480014	-	3486	22	29	55	67
PF3D7_0104000	Pf3D7_01_v3	175609	176376	+	768	10	17	5	20
PF3D7_0731100	Pf3D7_07_v3	1338959	1341790	+	2832	163	228	430	584
PF3D7_1141100	Pf3D7_11_v3	1649321	1657012	+	7692	0	2	1	0
PF3D7_1219900	Pf3D7_12_v3	796500	797183	+	684	134	215	177	203
PF3D7_1470800	Pf3D7_14_v3	2892221	2895999	-	3779	86	121	107	153
PF3D7_1428900	Pf3D7_14_v3	1134854	1139191	-	4338	196	164	128	159
malmito_rna_10	Pf_M76611	625	724	-	100	7	7	6	6
PF3D7_0816700	Pf3D7_08_v3	767110	767880	+	771	72	122	29	40
PF3D7_0909600	Pf3D7_09_v3	433238	435373	-	2136	174	209	195	212
PF3D7_0632800	Pf3D7_06_v3	1374797	1382627	-	7831	7	3	3	5
PF3D7_1307400	Pf3D7_13_v3	335852	337263	-	1412	0	2	2	1
PF3D7_1213700	Pf3D7_12_v3	588128	588982	-	855	118	165	153	177
PF3D7_1020500	Pf3D7_10_v3	825451	826971	+	1521	7	7	13	12
PF3D7_1438500	Pf3D7_14_v3	1557527	1560157	-	2631	73	119	119	158
PF3D7_1205600	Pf3D7_12_v3	249336	251399	-	2064	1506	1563	1393	1483
PF3D7_1428500	Pf3D7_14_v3	1118591	1126292	+	7702	16	26	34	31
PF3D7_1133600	Pf3D7_11_v3	1298474	1300600	-	2127	21	23	7	14
PF3D7_0422300	Pf3D7_04_v3	1022487	1024166	+	1680	306	256	402	457
PF3D7_1122700	Pf3D7_11_v3	868388	869152	-	765	75	92	95	104
PF3D7_0320500	Pf3D7_03_v3	860813	862102	+	1290	236	287	405	448
PF3D7_1208100	Pf3D7_12_v3	361900	375874	+	13975	57	31	40	47
PF3D7_0523300	Pf3D7_05_v3	970266	970962	-	697	89	117	198	204
PF3D7_1329200	Pf3D7_13_v3	1237200	1238429	-	1230	67	83	111	154
PF3D7_1245900	Pf3D7_12_v3	1910963	1911898	+	936	37	40	23	33
PF3D7_0506800	Pf3D7_05_v3	284691	288023	+	3333	220	227	331	301
PF3D7_0527100	Pf3D7_05_v3	1129959	1130754	-	796	890	1097	809	812
PF3D7_1008700	Pf3D7_10_v3	360625	362480	-	1856	1990	2127	2109	2201
PF3D7_1472400	Pf3D7_14_v3	2957474	2961618	+	4145	126	144	166	196
PF3D7_0524700	Pf3D7_05_v3	1019585	1019902	-	318	94	93	78	86
PF3D7_0911000	Pf3D7_09_v3	500183	502733	+	2551	247	247	157	172
PF3D7_1234500	Pf3D7_12_v3	1439896	1441050	-	1155	88	60	36	60
PF3D7_1245600	Pf3D7_12_v3	1900249	1905066	-	4818	0	3	1	2
PF3D7_0510300	Pf3D7_05_v3	440779	441879	-	1101	2	8	9	2
PF3D7_1008800	Pf3D7_10_v3	365737	367146	-	1410	658	479	641	781
PF3D7_1408900	Pf3D7_14_v3	351025	352047	-	1023	156	181	251	318
PF3D7_1335500	Pf3D7_13_v3	1451489	1453443	+	1955	1	2	0	3
PF3D7_1421100	Pf3D7_14_v3	871000	874761	+	3762	44	30	43	49
PF3D7_0809200	Pf3D7_08_v3	467943	471893	-	3951	57	29	30	53
PF3D7_1209500	Pf3D7_12_v3	439711	442858	+	3148	104	103	46	39
PF3D7_0800900	Pf3D7_08_v3	83128	83904	+	777	0	0	45	59
PF3D7_1130500	Pf3D7_11_v3	1171680	1175724	+	4045	200	176	92	92
PF3D7_1241100	Pf3D7_12_v3	1746444	1747993	-	1550	215	225	348	395
PF3D7_1213600	Pf3D7_12_v3	586809	587090	+	282	162	252	134	132
PF3D7_1439800	Pf3D7_14_v3	1618819	1619794	+	976	929	1176	1781	1762
PF3D7_0916700	Pf3D7_09_v3	696863	698029	-	1167	321	290	694	802
PF3D7_1016300	Pf3D7_10_v3	650898	653567	-	2670	16056	13330	12837	13743
PF3D7_0628800	Pf3D7_06_v3	1185996	1188644	-	2649	143	127	83	119
PF3D7_1115200	Pf3D7_11_v3	576773	580276	+	3504	298	393	505	594
PF3D7_1460700	Pf3D7_14_v3	2475501	2476473	-	973	1429	2074	701	797
PF3D7_0825100	Pf3D7_08_v3	1091998	1093221	+	1224	0	1	1	0
PF3D7_0407300	Pf3D7_04_v3	366379	367341	+	963	44	28	42	60
PF3D7_1451400	Pf3D7_14_v3	2108874	2112788	+	3915	46	42	41	55
PF3D7_1329500	Pf3D7_13_v3	1252059	1257973	+	5915	389	269	561	678
PF3D7_0901100	Pf3D7_09_v3	61342	62553	-	1212	0	0	0	0
PF3D7_1423500	Pf3D7_14_v3	947387	952348	-	4962	28	17	35	29
PF3D7_1317700	Pf3D7_13_v3	738480	738953	-	474	32	45	33	41
PF3D7_API05300	Pf3D7_API_v3	27035	27106	+	72	0	0	0	0
PF3D7_1327700	Pf3D7_13_v3	1160461	1161276	-	816	74	52	38	47
PF3D7_0708400	Pf3D7_07_v3	381592	384614	+	3023	10853	6970	12024	12330
PF3D7_1308800	Pf3D7_13_v3	403788	406703	-	2916	374	363	561	601
PF3D7_1365500	Pf3D7_13_v3	2619028	2620567	+	1540	204	178	239	274
PF3D7_1427200	Pf3D7_14_v3	1061805	1062779	+	975	31	32	18	13
PF3D7_1350100	Pf3D7_13_v3	2005962	2007950	-	1989	1311	1336	1232	1283
PF3D7_1325000	Pf3D7_13_v3	1042855	1043088	-	234	169	180	78	88
PF3D7_0704800	Pf3D7_07_v3	238159	242052	-	3894	36	57	70	84
PF3D7_0222300	Pf3D7_02_v3	883452	884312	+	861	0	0	1	1
PF3D7_1240300	Pf3D7_12_v3	1694150	1703087	+	8938	13	9	6	7
PF3D7_1451900	Pf3D7_14_v3	2128168	2131257	-	3090	306	257	330	347
PF3D7_1411100	Pf3D7_14_v3	447923	449968	-	2046	109	146	103	108
PF3D7_1126300	Pf3D7_11_v3	1026976	1029544	+	2569	75	79	79	68
PF3D7_1004700	Pf3D7_10_v3	220018	221353	-	1336	72	114	59	68
PF3D7_0932000	Pf3D7_09_v3	1278007	1278896	+	890	88	83	87	127
PF3D7_0826200	Pf3D7_08_v3	1142499	1144307	-	1809	15	25	23	23
PF3D7_1027200	Pf3D7_10_v3	1138002	1139564	+	1563	138	138	130	129
PF3D7_1407500	Pf3D7_14_v3	269881	270927	+	1047	67	89	66	69
PF3D7_0622700	Pf3D7_06_v3	916000	917299	-	1300	41	40	9	11
PF3D7_0516500	Pf3D7_05_v3	683708	685859	+	2152	31	44	21	16
PF3D7_0815400	Pf3D7_08_v3	725781	726502	-	722	203	256	151	165
PF3D7_1304000	Pf3D7_13_v3	216652	220029	-	3378	350	282	283	335
PF3D7_0726400	Pf3D7_07_v3	1108831	1124492	-	15662	127	78	72	90
PF3D7_1335400	Pf3D7_13_v3	1440779	1450385	+	9607	25	19	47	52
PF3D7_0308500	Pf3D7_03_v3	369925	370789	+	865	406	280	242	275
PF3D7_0204500	Pf3D7_02_v3	198353	199570	-	1218	113	89	49	65
PF3D7_1436900	Pf3D7_14_v3	1500128	1500965	-	838	31	60	17	19
PF3D7_0411200	Pf3D7_04_v3	505933	509670	-	3738	35	24	61	73
PF3D7_1445700	Pf3D7_14_v3	1875421	1876874	-	1454	888	878	545	630
PF3D7_0422900	Pf3D7_04_v3	1045381	1046696	+	1316	12	21	53	42
PF3D7_1364100	Pf3D7_13_v3	2568556	2570946	+	2391	583	591	613	627
PF3D7_1225500	Pf3D7_12_v3	1033551	1035112	+	1562	40	37	48	61
PF3D7_0403000	Pf3D7_04_v3	174829	174902	+	74	0	0	0	0
PF3D7_0920600	Pf3D7_09_v3	843541	847605	+	4065	53	47	78	52
PF3D7_0715600	Pf3D7_07_v3	691068	693332	+	2265	356	351	381	397
PF3D7_0505800	Pf3D7_05_v3	252047	252606	-	560	1252	1587	1100	986
PF3D7_1310200	Pf3D7_13_v3	454061	454636	+	576	32	11	18	21
PF3D7_1226400	Pf3D7_12_v3	1067470	1071309	-	3840	130	173	138	156
PF3D7_1221700	Pf3D7_12_v3	865726	868581	+	2856	99	92	75	109
PF3D7_0812500	Pf3D7_08_v3	626069	628945	-	2877	233	254	266	351
